1 327.588 1 378.278 1 341.065
2 327.588 2 373.641 2 338.885
3 316.713 3 338.964 3 333.718
4 316.713 4 327.59
5 277.646 5 327.59
6 276.571 6 327.59
7 271.461 
8 271.461
9 271.461 
10 270.599
